LAUNCHED,YPR1,YPR2,YPR3,VOLTAGE
24278,-0.11,0.17,-0.33,3.63
24318,-0.11,0.17,-0.33,3.63
24357,-0.11,0.17,-0.33,3.62
24396,-0.11,0.17,-0.33,3.63
24435,-0.11,0.17,-0.33,3.63
24474,-0.11,0.17,-0.33,3.62
24513,-0.11,0.17,-0.33,3.63
24551,-0.11,0.17,-0.33,3.63
24589,-0.11,0.17,-0.33,3.63
24628,-0.11,0.17,-0.33,3.62
24667,-0.11,0.17,-0.33,3.62
24706,-0.12,0.17,-0.33,3.62
24746,-0.12,0.17,-0.33,3.63
24785,-0.12,0.17,-0.33,3.63
24824,-0.12,0.17,-0.33,3.63
24863,-0.12,0.18,-0.32,3.63
24903,-0.12,0.18,-0.32,3.62
24942,-0.12,0.18,-0.33,3.63
24982,-0.12,0.18,-0.33,3.63
25022,-0.12,0.18,-0.33,3.63
25060,-0.12,0.19,-0.33,3.62
25099,-0.12,0.19,-0.33,3.63
25139,-0.12,0.19,-0.33,3.61
25178,-0.12,0.18,-0.33,3.63
25217,-0.12,0.18,-0.33,3.63
25256,-0.12,0.19,-0.33,3.63
25296,-0.12,0.19,-0.33,3.63
25335,-0.12,0.19,-0.33,3.63
25374,-0.12,0.19,-0.33,3.63
25414,-0.12,0.19,-0.33,3.62
25453,-0.12,0.20,-0.33,3.61
25492,-0.12,0.19,-0.33,3.62
25529,-0.12,0.19,-0.33,3.63
25564,-0.12,0.19,-0.33,3.63
25602,-0.12,0.19,-0.32,3.63
25641,-0.12,0.19,-0.32,3.63
25683,-0.12,0.19,-0.32,3.63
25722,-0.13,0.19,-0.33,3.63
25759,-0.13,0.19,-0.33,3.63
25795,-0.12,0.20,-0.32,3.63
25832,-0.13,0.20,-0.33,3.63
25868,-0.13,0.20,-0.32,3.63
25904,-0.13,0.20,-0.32,3.63
25941,-0.13,0.18,-0.32,3.63
25979,-0.15,0.16,-0.32,3.61
26014,-0.16,0.12,-0.32,3.63
26052,-0.17,0.08,-0.30,4.27
26089,-0.18,0.06,-0.28,4.49
26124,-0.18,0.03,-0.25,5.00
26161,-0.18,0.02,-0.21,5.00
26198,-0.16,0.01,-0.17,4.35
26234,-0.15,0.00,-0.14,4.29
26272,-0.14,0.00,-0.12,4.49
26312,-0.13,0.01,-0.12,4.84
26349,-0.13,0.01,-0.12,5.00
26385,-0.13,0.01,-0.13,4.07
26421,-0.13,0.01,-0.13,3.78
26459,-0.13,0.02,-0.13,3.68
26495,-0.13,0.02,-0.13,3.62
26532,-0.13,0.03,-0.14,3.67
26570,-0.13,0.03,-0.15,4.30
26606,-0.13,0.03,-0.15,4.05
26643,-0.13,0.03,-0.15,3.92
26680,-0.13,0.03,-0.16,3.90
26717,-0.13,0.03,-0.16,4.05
26753,-0.13,0.03,-0.17,3.79
26791,-0.12,0.03,-0.17,3.75
26828,-0.13,0.04,-0.17,3.75
26864,-0.13,0.03,-0.19,4.46
26902,-0.13,0.01,-0.20,4.38
26939,-0.13,0.00,-0.21,4.16
26977,-0.13,0.00,-0.22,3.97
27014,-0.13,0.01,-0.22,3.65
27052,-0.13,0.01,-0.22,3.63
27090,-0.13,0.01,-0.22,3.70
27127,-0.13,0.01,-0.22,3.90
27163,-0.13,0.02,-0.22,3.58
27201,-0.13,0.02,-0.22,3.57
27238,-0.13,0.02,-0.22,3.82
27273,-0.13,0.01,-0.22,3.68
27311,-0.13,0.02,-0.22,3.55
27349,-0.13,0.02,-0.22,3.60
27385,-0.13,0.02,-0.22,3.63
27422,-0.13,0.03,-0.23,3.63
27460,-0.14,0.03,-0.23,3.63
27498,-0.14,0.03,-0.24,3.63
27533,-0.14,0.03,-0.24,3.63
27570,-0.14,0.02,-0.25,3.61
27608,-0.14,0.02,-0.25,3.63
27647,-0.14,0.03,-0.25,3.63
27685,-0.14,0.03,-0.25,3.63
27723,-0.14,0.03,-0.25,3.62
27760,-0.14,0.03,-0.25,3.62
27798,-0.14,0.03,-0.26,3.63
27833,-0.14,0.04,-0.26,3.61
27871,-0.14,0.03,-0.26,3.62
27909,-0.14,0.03,-0.26,3.60
27947,-0.14,0.03,-0.27,3.63
27983,-0.14,0.03,-0.27,3.63
28021,-0.14,0.04,-0.27,3.63
28058,-0.14,0.04,-0.27,3.62
28096,-0.14,0.04,-0.27,3.63
28131,-0.14,0.04,-0.27,3.63
28169,-0.14,0.04,-0.27,3.62
28207,-0.14,0.04,-0.27,3.63
28243,-0.14,0.04,-0.27,3.63
28284,-0.14,0.04,-0.27,3.63
28322,-0.14,0.04,-0.26,3.62
28360,-0.14,0.05,-0.26,3.63
28397,-0.14,0.05,-0.26,3.63
28434,-0.14,0.05,-0.26,3.63
28471,-0.14,0.05,-0.26,3.63
28509,-0.14,0.05,-0.27,3.63
28547,-0.14,0.05,-0.27,3.61
28583,-0.14,0.05,-0.27,3.63
28621,-0.14,0.05,-0.27,3.63
28659,-0.14,0.05,-0.27,3.62
28697,-0.14,0.05,-0.27,3.63
28733,-0.14,0.05,-0.27,3.63
28770,-0.14,0.05,-0.27,3.63
28808,-0.14,0.05,-0.27,3.63
28846,-0.14,0.04,-0.27,3.63
28882,-0.14,0.05,-0.27,3.63
28920,-0.14,0.05,-0.27,3.63
28961,-0.14,0.05,-0.27,3.62
28999,-0.14,0.05,-0.27,3.63
29037,-0.14,0.05,-0.27,3.63
29075,-0.14,0.05,-0.27,3.63
29111,-0.14,0.05,-0.27,3.61
29149,-0.14,0.06,-0.27,3.63
29187,-0.14,0.05,-0.27,3.63
29225,-0.14,0.06,-0.27,3.61
29261,-0.14,0.06,-0.27,3.62
29299,-0.14,0.06,-0.26,3.63
29337,-0.14,0.06,-0.26,3.63
29375,-0.14,0.06,-0.26,3.63
29411,-0.14,0.06,-0.26,3.63
29449,-0.14,0.06,-0.26,3.61
29487,-0.14,0.06,-0.26,3.63
29525,-0.14,0.06,-0.26,3.62
29562,-0.14,0.06,-0.26,3.63
29600,-0.14,0.07,-0.26,3.63
29641,-0.14,0.07,-0.26,3.63
29679,-0.14,0.07,-0.26,3.63
29717,-0.14,0.07,-0.26,3.62
29755,-0.14,0.07,-0.26,3.63
29791,-0.14,0.07,-0.26,3.63
29829,-0.14,0.07,-0.26,3.63
29867,-0.14,0.07,-0.26,3.63
29906,-0.14,0.07,-0.26,3.62
29942,-0.14,0.07,-0.26,3.63
29980,-0.14,0.07,-0.26,3.63
30019,-0.14,0.07,-0.26,3.63
30057,-0.14,0.07,-0.26,3.62
30094,-0.14,0.07,-0.26,3.63
30131,-0.14,0.07,-0.26,3.63
30169,-0.14,0.07,-0.26,3.63
30208,-0.14,0.07,-0.26,3.63
30246,-0.14,0.07,-0.26,3.63
30287,-0.14,0.07,-0.26,3.63
30326,-0.14,0.07,-0.26,3.62
30364,-0.14,0.07,-0.26,3.63
30401,-0.14,0.07,-0.26,3.63
30439,-0.14,0.07,-0.26,3.62
30477,-0.14,0.07,-0.26,3.63
30515,-0.14,0.07,-0.26,3.63
30554,-0.14,0.07,-0.26,3.63
30590,-0.14,0.07,-0.26,3.63
30629,-0.14,0.07,-0.26,3.63
30667,-0.14,0.07,-0.26,3.61
30706,-0.14,0.07,-0.26,3.63
30744,-0.14,0.07,-0.26,3.63
30781,-0.14,0.07,-0.26,3.63
30819,-0.14,0.07,-0.26,3.63
30857,-0.14,0.08,-0.26,3.63
30896,-0.15,0.07,-0.26,3.63
30934,-0.15,0.08,-0.26,3.63
30976,-0.15,0.08,-0.26,3.62
31015,-0.15,0.08,-0.26,3.63
31053,-0.14,0.08,-0.26,3.63
31090,-0.14,0.08,-0.25,3.62
31129,-0.14,0.08,-0.25,3.63
31167,-0.15,0.09,-0.25,3.63
31206,-0.15,0.09,-0.25,3.63
31244,-0.15,0.09,-0.25,3.61
31282,-0.15,0.09,-0.25,3.63
31319,-0.15,0.09,-0.25,3.63
31358,-0.15,0.10,-0.25,3.63
31397,-0.15,0.10,-0.25,3.63
31436,-0.16,0.10,-0.25,3.63
31474,-0.16,0.10,-0.25,3.61
31513,-0.16,0.10,-0.25,3.63
31550,-0.17,0.10,-0.25,3.63
31588,-0.17,0.10,-0.25,3.63
31627,-0.18,0.10,-0.25,3.63
31669,-0.19,0.10,-0.25,3.63
31708,-0.20,0.10,-0.26,3.63
31746,-0.20,0.09,-0.26,4.27
31785,-0.21,0.09,-0.27,3.79
31824,-0.21,0.09,-0.28,3.77
31863,-0.21,0.09,-0.28,4.44
31900,-0.22,0.08,-0.29,4.60
31939,-0.22,0.09,-0.29,4.14
31978,-0.22,0.09,-0.29,4.01
32017,-0.23,0.09,-0.29,3.93
32055,-0.23,0.09,-0.29,3.86
32094,-0.23,0.09,-0.30,4.38
32133,-0.24,0.07,-0.31,4.70
32172,-0.24,0.07,-0.31,4.13
32209,-0.24,0.06,-0.32,5.00
32248,-0.24,0.06,-0.33,4.55
32287,-0.24,0.06,-0.33,4.07
32329,-0.24,0.07,-0.33,3.75
32368,-0.24,0.07,-0.33,3.94
32407,-0.24,0.06,-0.33,3.78
32446,-0.24,0.06,-0.33,3.88
32484,-0.24,0.06,-0.32,3.84
32523,-0.24,0.06,-0.32,3.88
32562,-0.24,0.06,-0.32,3.87
32602,-0.24,0.06,-0.32,3.81
32639,-0.24,0.06,-0.32,3.86
32678,-0.23,0.06,-0.31,3.85
32717,-0.23,0.06,-0.31,3.93
32756,-0.23,0.07,-0.31,3.97
32795,-0.22,0.07,-0.31,3.90
32835,-0.22,0.08,-0.30,4.13
32874,-0.21,0.08,-0.29,3.91
32913,-0.21,0.09,-0.28,4.51
32951,-0.21,0.09,-0.28,4.54
32989,-0.20,0.09,-0.28,5.00
33031,-0.20,0.09,-0.28,4.40
33070,-0.19,0.09,-0.28,4.00
33110,-0.19,0.10,-0.27,4.75
33149,-0.19,0.10,-0.27,4.95
33188,-0.19,0.10,-0.27,3.97
33228,-0.19,0.10,-0.27,3.83
33267,-0.19,0.10,-0.26,3.62
33306,-0.19,0.10,-0.26,3.91
33346,-0.19,0.10,-0.26,3.83
33385,-0.19,0.10,-0.26,3.83
33425,-0.19,0.10,-0.26,3.83
33463,-0.20,0.10,-0.26,4.00
33502,-0.20,0.10,-0.26,3.94
33542,-0.20,0.10,-0.26,3.96
33581,-0.20,0.10,-0.26,3.92
33621,-0.20,0.10,-0.26,3.96
33660,-0.20,0.10,-0.26,4.35
33698,-0.20,0.10,-0.26,3.98
33741,-0.20,0.10,-0.26,4.00
33780,-0.20,0.10,-0.26,3.83
33819,-0.20,0.10,-0.26,3.90
33859,-0.20,0.10,-0.25,3.87
33898,-0.20,0.10,-0.25,3.87
33938,-0.20,0.10,-0.25,3.88
33976,-0.20,0.11,-0.25,3.90
34016,-0.20,0.11,-0.25,4.56
34056,-0.20,0.11,-0.25,3.97
34095,-0.20,0.11,-0.25,3.81
34135,-0.20,0.11,-0.25,3.81
34174,-0.20,0.11,-0.25,3.79
34214,-0.20,0.11,-0.25,3.82
34254,-0.20,0.11,-0.25,3.89
34293,-0.20,0.11,-0.25,3.84
34333,-0.20,0.11,-0.25,3.80
34373,-0.20,0.11,-0.25,3.85
34416,-0.20,0.11,-0.25,3.93
34455,-0.20,0.11,-0.25,3.83
34495,-0.20,0.11,-0.25,3.77
34535,-0.20,0.10,-0.25,3.88
34573,-0.20,0.10,-0.25,3.84
34613,-0.20,0.10,-0.25,3.79
34653,-0.20,0.10,-0.24,3.75
34693,-0.20,0.10,-0.24,4.49
34732,-0.20,0.10,-0.24,3.79
34772,-0.20,0.10,-0.24,3.75
34812,-0.20,0.10,-0.24,3.68
34852,-0.20,0.10,-0.24,3.67
34892,-0.20,0.10,-0.24,3.67
34931,-0.20,0.10,-0.24,3.73
34971,-0.20,0.10,-0.24,3.63
35011,-0.21,0.10,-0.26,3.73
35048,-0.23,0.09,-0.29,4.36
35083,-0.26,0.07,-0.33,5.00
35123,-0.29,0.03,-0.38,5.00
35166,-0.32,-0.01,-0.43,3.90
35203,-0.35,-0.04,-0.47,5.00
35240,-0.37,-0.07,-0.49,4.54
35277,-0.37,-0.09,-0.49,4.51
35313,-0.36,-0.10,-0.48,4.68
35350,-0.33,-0.09,-0.44,3.93
35388,-0.29,-0.08,-0.38,5.00
35422,-0.24,-0.06,-0.31,5.00
35460,-0.20,-0.03,-0.24,4.53
35497,-0.18,-0.02,-0.21,5.00
35532,-0.17,0.01,-0.19,4.95
35570,-0.15,0.02,-0.17,5.00
35607,-0.14,0.02,-0.17,5.00
35643,-0.14,0.03,-0.15,4.22
35679,-0.13,0.04,-0.14,4.26
35717,-0.13,0.05,-0.12,4.48
35755,-0.12,0.06,-0.10,4.81
35793,-0.11,0.06,-0.09,4.31
35830,-0.12,0.07,-0.09,3.94
35868,-0.11,0.06,-0.09,3.91
35903,-0.11,0.06,-0.09,3.74
35940,-0.11,0.05,-0.09,3.72
35977,-0.11,0.05,-0.09,3.66
36015,-0.11,0.04,-0.09,3.73
36050,-0.11,0.02,-0.08,3.71
36088,-0.12,-0.01,-0.05,4.70
36126,-0.12,-0.05,0.02,5.00
36161,-0.09,-0.14,0.12,4.69
36199,-0.03,-0.27,0.21,5.00
36235,0.02,-0.36,0.25,5.00
36271,0.07,-0.46,0.27,5.00
36309,0.12,-0.51,0.30,5.00
36346,0.16,-0.55,0.32,5.00
36382,0.19,-0.58,0.33,4.99
36422,0.22,-0.60,0.34,4.52
36460,0.22,-0.60,0.34,4.58
36497,0.20,-0.59,0.32,4.05
36534,0.17,-0.57,0.30,3.77
36570,0.10,-0.50,0.25,5.00
36608,0.02,-0.41,0.21,5.00
36645,-0.02,-0.33,0.15,5.00
36681,-0.09,-0.20,0.05,4.50
36719,-0.15,-0.06,-0.05,5.00
36757,-0.20,0.06,-0.14,5.00
36793,-0.26,0.09,-0.23,5.00
36829,-0.31,0.04,-0.30,5.00
36867,-0.33,-0.07,-0.28,5.00
36905,-0.36,-0.16,-0.26,5.00
36941,-0.40,-0.26,-0.31,4.17
36978,-0.47,-0.28,-0.41,5.00
37016,-0.51,-0.26,-0.50,5.00
37054,-0.54,-0.27,-0.53,5.00
37092,-0.57,-0.31,-0.57,4.80
37130,-0.53,-0.29,-0.55,5.00
37167,-0.43,-0.22,-0.43,4.11
37205,-0.33,-0.14,-0.31,5.00
37241,-0.27,-0.07,-0.22,5.00
37279,-0.31,-0.07,-0.26,5.00
37317,-0.43,-0.20,-0.41,4.15
37354,-0.51,-0.30,-0.50,5.00
37390,-0.43,-0.31,-0.48,5.00
37427,-0.37,-0.21,-0.37,4.93
37465,-0.41,-0.14,-0.35,5.00
37503,-0.45,-0.17,-0.42,5.00
37539,-0.46,-0.27,-0.50,5.00
37577,-0.44,-0.35,-0.53,5.00
37615,-0.37,-0.34,-0.48,4.99
37651,-0.28,-0.24,-0.34,5.00
37688,-0.26,-0.12,-0.26,5.00
37729,-0.23,-0.04,-0.24,5.00
37767,-0.16,-0.08,-0.25,5.00
37805,-0.08,-0.17,-0.25,5.00
37842,-0.05,-0.23,-0.26,5.00
37879,-0.05,-0.25,-0.27,4.37
37917,-0.05,-0.21,-0.26,4.24
37954,-0.02,-0.16,-0.22,4.21
37992,-0.01,-0.12,-0.20,5.00
38028,-0.02,-0.04,-0.16,5.00
38066,-0.04,0.06,-0.13,5.00
38104,-0.00,0.10,-0.10,5.00
38140,0.13,-0.06,-0.01,4.35
38178,0.20,-0.27,-0.01,5.00
38216,0.24,-0.48,-0.07,5.00
38254,0.24,-0.61,-0.14,5.00
38290,0.22,-0.64,-0.18,5.00
38327,0.16,-0.55,-0.14,5.00
38368,0.10,-0.38,-0.09,5.00
38406,0.10,-0.18,-0.06,5.00
38444,0.18,-0.06,-0.00,5.00
38482,0.23,-0.14,-0.01,4.70
38518,0.27,-0.30,-0.08,5.00
38556,0.34,-0.45,-0.14,5.00
38594,0.40,-0.55,-0.18,5.00
38633,0.44,-0.57,-0.20,5.00
38668,0.47,-0.57,-0.19,5.00
38706,0.39,-0.50,-0.13,4.99
38744,0.27,-0.31,-0.06,5.00
38782,0.20,-0.12,-0.02,5.00
38819,0.12,0.12,0.01,5.00
38857,0.06,0.34,0.04,5.00
38895,0.02,0.43,0.04,5.00
38933,-0.01,0.43,0.01,5.00
38968,-0.04,0.42,-0.04,4.71
39006,-0.03,0.40,-0.05,5.00
39047,-0.04,0.40,-0.05,4.66
39086,-0.04,0.40,-0.05,4.19
39124,-0.03,0.40,-0.04,3.74
39162,-0.04,0.39,-0.04,3.78
39198,-0.04,0.38,-0.05,3.51
39236,-0.04,0.37,-0.05,3.62
39275,-0.04,0.36,-0.05,3.62
39313,-0.04,0.35,-0.05,3.62
39350,-0.04,0.34,-0.05,3.63
39387,-0.04,0.34,-0.05,3.62
39425,-0.04,0.33,-0.05,3.61
39463,-0.04,0.33,-0.05,3.62
39501,-0.04,0.32,-0.05,3.62
39538,-0.04,0.32,-0.04,3.62
39576,-0.03,0.31,-0.04,3.62
39614,-0.03,0.30,-0.04,3.62
39652,-0.02,0.27,-0.04,3.62
39690,-0.01,0.24,-0.05,4.56
39730,-0.01,0.17,-0.06,4.93
39768,-0.01,0.11,-0.07,4.57
39806,-0.01,0.09,-0.08,5.00
39845,-0.01,0.10,-0.07,4.11
39883,-0.01,0.10,-0.07,3.69
39922,-0.01,0.11,-0.06,3.66
39960,-0.01,0.11,-0.06,3.74
39997,-0.01,0.11,-0.06,3.73
40034,-0.01,0.11,-0.07,3.76
40073,-0.01,0.11,-0.07,3.72
40111,-0.01,0.11,-0.07,3.73
40150,-0.01,0.11,-0.07,3.73
40186,-0.01,0.11,-0.07,3.73
40225,-0.01,0.11,-0.07,3.74
40263,-0.01,0.11,-0.07,3.81
40302,-0.01,0.11,-0.07,3.76
40340,-0.01,0.11,-0.08,3.78
40380,-0.01,0.10,-0.10,3.87
40418,-0.01,0.09,-0.12,4.48
40456,0.01,0.08,-0.17,4.31
40495,0.04,0.06,-0.23,4.73
40534,0.06,0.04,-0.28,5.00
40572,0.06,0.02,-0.33,5.00
40611,0.08,0.03,-0.34,5.00
40649,0.08,0.04,-0.34,5.00
40686,0.09,0.04,-0.31,3.94
40725,0.10,0.05,-0.28,4.60
40764,0.10,0.06,-0.26,4.87
40801,0.11,0.07,-0.25,4.35
40840,0.11,0.07,-0.25,5.00
40879,0.11,0.06,-0.24,3.85
40916,0.11,0.06,-0.23,4.55
40954,0.11,0.06,-0.21,3.76
40993,0.10,0.07,-0.19,4.64
41032,0.09,0.07,-0.18,3.65
41074,0.09,0.06,-0.17,4.21
41112,0.09,0.06,-0.16,4.07
41151,0.09,0.06,-0.15,3.53
41190,0.09,0.06,-0.14,3.60
41228,0.09,0.06,-0.13,3.60
41265,0.09,0.07,-0.13,3.62
41304,0.08,0.08,-0.12,3.61
41343,0.07,0.10,-0.11,3.62
41382,0.07,0.10,-0.10,3.62
41421,0.05,0.10,-0.08,3.62
41459,0.04,0.10,-0.06,3.62
41498,0.04,0.10,-0.06,3.62
41535,0.03,0.09,-0.04,3.63
41574,0.03,0.08,-0.03,3.62
41612,0.03,0.07,-0.03,3.62
41651,0.02,0.06,-0.03,3.61
41690,-0.00,0.04,-0.03,3.63
41729,-0.02,0.03,-0.02,3.61
41768,-0.02,0.03,-0.01,3.62
41809,-0.03,0.03,-0.01,3.62
41850,-0.03,0.04,-0.04,3.62
41889,-0.03,0.04,-0.07,4.92
41926,-0.04,0.05,-0.12,5.00
41965,-0.04,0.04,-0.17,4.29
42004,-0.04,0.05,-0.20,4.03
42043,-0.04,0.05,-0.22,4.23
42081,-0.04,0.05,-0.22,3.93
42120,-0.04,0.07,-0.22,4.64
42159,-0.04,0.08,-0.23,4.27
42198,-0.04,0.08,-0.26,3.99
42238,-0.05,0.09,-0.30,3.53
42275,-0.06,0.09,-0.35,3.63
42314,-0.07,0.09,-0.37,3.62
42353,-0.06,0.09,-0.41,3.62
42393,-0.06,0.09,-0.44,3.63
42432,-0.06,0.09,-0.46,3.62
42484,-0.06,0.09,-0.48,4.28
42528,-0.05,0.09,-0.49,3.77
42569,-0.06,0.10,-0.51,3.80
42612,-0.06,0.10,-0.53,4.88
42654,-0.06,0.10,-0.56,4.72
42695,-0.06,0.10,-0.59,4.35
42736,-0.06,0.10,-0.62,4.01
42778,-0.05,0.11,-0.65,4.63
42821,-0.04,0.11,-0.67,4.92
42862,-0.04,0.10,-0.70,4.59
42904,-0.04,0.10,-0.71,4.56
42945,-0.04,0.11,-0.73,4.25
42987,-0.04,0.11,-0.74,4.64
43028,-0.04,0.12,-0.76,4.59
43072,-0.04,0.12,-0.77,5.00
43113,-0.04,0.12,-0.77,5.00
43155,-0.03,0.13,-0.77,4.46
43196,-0.03,0.13,-0.79,5.00
43241,-0.03,0.12,-0.81,5.00
43284,-0.04,0.11,-0.82,5.00
43326,-0.04,0.10,-0.82,4.69
43367,-0.04,0.10,-0.82,4.52
43411,-0.04,0.09,-0.80,4.33
43452,-0.05,0.09,-0.78,4.23
43494,-0.05,0.09,-0.76,4.79
43534,-0.04,0.09,-0.75,5.00
43576,-0.04,0.08,-0.72,4.25
43619,-0.04,0.08,-0.68,4.87
43661,-0.04,0.07,-0.64,4.25
43702,-0.04,0.07,-0.60,4.47
43744,-0.04,0.06,-0.55,4.41
43786,-0.04,0.05,-0.50,4.40
43829,-0.04,0.05,-0.45,4.48
43871,-0.04,0.06,-0.40,4.03
43912,-0.04,0.07,-0.35,4.10
43954,-0.04,0.07,-0.30,4.35
43999,-0.05,0.07,-0.24,4.93
44042,-0.05,0.08,-0.20,5.00
44084,-0.06,0.09,-0.17,5.00
44126,-0.06,0.10,-0.12,4.19
44169,-0.06,0.10,-0.08,4.08
44211,-0.06,0.10,-0.05,4.43
44253,-0.07,0.11,-0.01,4.41
44294,-0.07,0.11,0.02,4.61
44336,-0.07,0.12,0.08,4.27
44380,-0.08,0.12,0.12,4.39
44421,-0.08,0.12,0.16,3.93
44463,-0.09,0.11,0.21,3.99
44505,-0.09,0.12,0.26,4.43
44548,-0.09,0.11,0.28,4.23
44590,-0.09,0.10,0.30,4.18
44632,-0.09,0.08,0.33,4.55
44671,-0.11,0.07,0.38,4.86
44711,-0.12,0.08,0.43,4.91
44753,-0.13,0.09,0.45,4.42
44798,-0.13,0.11,0.46,4.64
44839,-0.14,0.13,0.47,4.79
44878,-0.15,0.13,0.49,5.00
44918,-0.15,0.13,0.51,4.24
44957,-0.16,0.13,0.53,4.56
44997,-0.16,0.14,0.56,4.56
45036,-0.16,0.14,0.57,4.88
45076,-0.16,0.13,0.59,4.36
45115,-0.17,0.14,0.61,4.60
45153,-0.17,0.16,0.63,4.99
45193,-0.17,0.17,0.65,4.87
45231,-0.17,0.17,0.68,4.70
45270,-0.17,0.16,0.67,4.68
45310,-0.16,0.16,0.67,3.87
45350,-0.16,0.16,0.66,3.98
45389,-0.16,0.15,0.64,3.82
45429,-0.15,0.15,0.62,4.85
45471,-0.15,0.14,0.60,4.35
45511,-0.15,0.13,0.57,4.30
45550,-0.14,0.12,0.53,4.94
45590,-0.14,0.12,0.49,4.54
45629,-0.14,0.11,0.43,4.94
45668,-0.13,0.11,0.37,5.00
45708,-0.13,0.11,0.30,3.94
45747,-0.12,0.12,0.24,3.81
45787,-0.13,0.13,0.19,4.12
45827,-0.13,0.13,0.14,3.99
45866,-0.13,0.12,0.11,4.02
45906,-0.13,0.11,0.08,3.72
45945,-0.12,0.11,0.05,3.76
45985,-0.12,0.11,0.02,3.90
46025,-0.12,0.10,-0.00,3.91
46064,-0.11,0.09,-0.02,4.02
46104,-0.11,0.09,-0.05,3.80
46144,-0.11,0.10,-0.07,3.82
46186,-0.11,0.11,-0.09,3.83
46226,-0.11,0.11,-0.11,3.90
46265,-0.12,0.11,-0.12,3.70
46304,-0.11,0.11,-0.14,3.70
46344,-0.12,0.12,-0.15,3.58
46384,-0.12,0.12,-0.14,3.96
46424,-0.12,0.12,-0.14,3.60
46463,-0.11,0.13,-0.14,4.08
46503,-0.10,0.14,-0.13,3.77
46543,-0.09,0.14,-0.13,4.05
46582,-0.07,0.15,-0.13,5.00
46622,-0.06,0.16,-0.12,3.80
46662,-0.06,0.16,-0.13,4.92
46702,-0.06,0.17,-0.14,3.95
46742,-0.05,0.18,-0.14,4.22
46780,-0.04,0.21,-0.13,4.63
46819,-0.04,0.23,-0.13,5.00
46858,-0.03,0.24,-0.12,4.83
46901,-0.02,0.23,-0.13,5.00
46943,-0.03,0.23,-0.15,4.41
46983,-0.01,0.23,-0.14,4.27
47022,-0.01,0.25,-0.13,4.70
47062,-0.01,0.26,-0.12,4.84
47102,-0.01,0.27,-0.11,3.91
47142,-0.01,0.27,-0.11,4.95
47182,-0.01,0.26,-0.13,4.67
47222,-0.02,0.25,-0.14,3.88
47262,-0.02,0.26,-0.15,3.66
47302,-0.03,0.27,-0.15,4.58
47342,-0.03,0.26,-0.16,3.76
47382,-0.04,0.27,-0.16,4.62
47422,-0.05,0.27,-0.17,4.33
47462,-0.06,0.27,-0.16,3.96
47501,-0.06,0.28,-0.12,4.55
47541,-0.08,0.27,-0.11,4.97
47584,-0.09,0.26,-0.13,4.28
47624,-0.09,0.28,-0.12,3.76
47664,-0.10,0.31,-0.12,3.94
47704,-0.11,0.30,-0.13,4.43
47744,-0.12,0.30,-0.13,4.27
47784,-0.12,0.30,-0.13,3.91
47824,-0.13,0.30,-0.13,3.75
47864,-0.14,0.31,-0.13,4.32
47904,-0.13,0.30,-0.13,3.89
47944,-0.14,0.28,-0.15,3.82
47984,-0.14,0.26,-0.16,4.21
48024,-0.14,0.24,-0.16,5.00
48065,-0.15,0.23,-0.17,3.91
48105,-0.16,0.23,-0.16,3.71
48145,-0.16,0.23,-0.14,3.57
48184,-0.17,0.23,-0.13,3.83
48224,-0.17,0.23,-0.12,3.88
48264,-0.17,0.22,-0.12,4.26
48307,-0.17,0.22,-0.12,3.84
48348,-0.18,0.22,-0.12,3.63
48388,-0.18,0.21,-0.11,3.89
48428,-0.18,0.21,-0.10,3.48
48468,-0.18,0.21,-0.10,3.62
48509,-0.18,0.21,-0.10,3.62
48551,-0.18,0.21,-0.09,3.62
48591,-0.18,0.21,-0.09,3.62
48631,-0.17,0.20,-0.09,3.62
48672,-0.17,0.20,-0.10,3.62
48712,-0.16,0.19,-0.10,3.62
48752,-0.16,0.19,-0.10,3.60
48793,-0.15,0.20,-0.10,3.61
48833,-0.15,0.20,-0.08,3.61
48873,-0.15,0.20,-0.07,3.60
48914,-0.14,0.20,-0.06,4.01
48953,-0.14,0.20,-0.04,3.43
48993,-0.13,0.21,-0.04,4.42
49037,-0.13,0.21,-0.03,3.55
49077,-0.12,0.21,-0.02,3.62
49117,-0.12,0.21,-0.02,3.63
49158,-0.11,0.20,-0.01,4.56
49200,-0.11,0.20,-0.01,3.62
49240,-0.11,0.20,-0.00,3.61
49281,-0.10,0.20,0.00,3.52
49321,-0.10,0.20,0.01,3.62
49362,-0.09,0.20,0.01,3.61
49402,-0.09,0.20,0.02,3.62
49443,-0.09,0.20,0.02,3.62
49483,-0.09,0.20,0.02,3.80
49524,-0.09,0.19,0.03,3.62
49564,-0.09,0.19,0.02,3.96
49605,-0.09,0.19,0.02,3.77
49645,-0.09,0.19,0.02,3.67
49686,-0.09,0.18,0.03,3.60
49726,-0.09,0.17,0.03,3.62
49770,-0.10,0.16,0.03,3.90
49812,-0.10,0.16,0.03,3.65
49853,-0.10,0.16,0.03,3.62
49894,-0.10,0.16,0.04,3.64
49933,-0.10,0.16,0.04,4.28
49974,-0.10,0.16,0.04,3.62
50015,-0.10,0.17,0.04,3.61
50055,-0.10,0.17,0.05,3.58
50096,-0.11,0.18,0.05,3.60
50137,-0.11,0.20,0.06,3.75
50179,-0.11,0.21,0.08,4.84
50220,-0.11,0.21,0.08,4.15
